date,season,game_type,home_team,home_team_reg_score,home_team_fin_score,away_team,away_team_reg_score,away_team_fin_score,went_to_shoot_out
2017-03-23,20162017,R,Ottawa Senators,1,2,Pittsburgh Penguins,1,1,True
2017-03-23,20162017,R,Florida Panthers,3,3,Arizona Coyotes,1,1,False
2017-03-23,20162017,R,St. Louis Blues,4,4,Vancouver Canucks,1,1,False
2017-03-23,20162017,R,Nashville Predators,3,3,Calgary Flames,1,1,False
2017-03-23,20162017,R,Minnesota Wild,1,1,Philadelphia Flyers,3,3,False
2017-03-23,20162017,R,Chicago Blackhawks,2,3,Dallas Stars,2,2,True
2017-03-23,20162017,R,Colorado Avalanche,4,4,Edmonton Oilers,7,7,False
2017-03-23,20162017,R,Los Angeles Kings,5,5,Winnipeg Jets,2,2,False
2017-03-24,20162017,R,Pittsburgh Penguins,3,3,New York Islanders,3,4,True
2017-03-24,20162017,R,Detroit Red Wings,1,1,Tampa Bay Lightning,1,2,False
2017-03-24,20162017,R,Dallas Stars,6,6,San Jose Sharks,1,1,False
2017-03-24,20162017,R,Anaheim Ducks,3,3,Winnipeg Jets,1,1,False
2017-03-25,20162017,R,Minnesota Wild,2,2,Vancouver Canucks,4,4,False
2017-03-25,20162017,R,Columbus Blue Jackets,1,1,Philadelphia Flyers,0,0,False
2017-03-25,20162017,R,St. Louis Blues,2,2,Calgary Flames,2,3,False
2017-03-25,20162017,R,Buffalo Sabres,5,5,Toronto Maple Leafs,2,2,False
2017-03-25,20162017,R,Montréal Canadiens,3,3,Ottawa Senators,1,1,False
2017-03-25,20162017,R,Florida Panthers,7,7,Chicago Blackhawks,0,0,False
2017-03-25,20162017,R,New Jersey Devils,1,1,Carolina Hurricanes,3,3,False
2017-03-25,20162017,R,New York Islanders,1,1,Boston Bruins,2,2,False
2017-03-25,20162017,R,Washington Capitals,4,4,Arizona Coyotes,1,1,False
2017-03-25,20162017,R,Nashville Predators,7,7,San Jose Sharks,2,2,False
2017-03-25,20162017,R,Edmonton Oilers,4,4,Colorado Avalanche,1,1,False
2017-03-25,20162017,R,Los Angeles Kings,0,0,New York Rangers,3,3,False
2017-03-26,20162017,R,Detroit Red Wings,2,3,Minnesota Wild,2,2,False
2017-03-26,20162017,R,New Jersey Devils,1,1,Dallas Stars,1,2,False
2017-03-26,20162017,R,Pittsburgh Penguins,2,2,Philadelphia Flyers,6,6,False
2017-03-26,20162017,R,Winnipeg Jets,2,2,Vancouver Canucks,1,1,False
2017-03-26,20162017,R,Anaheim Ducks,6,6,New York Rangers,3,3,False
2017-03-27,20162017,R,Carolina Hurricanes,3,3,Detroit Red Wings,3,4,False
2017-03-27,20162017,R,Buffalo Sabres,4,4,Florida Panthers,2,2,False
2017-03-27,20162017,R,New York Islanders,1,1,Nashville Predators,3,3,False
2017-03-27,20162017,R,Tampa Bay Lightning,4,5,Chicago Blackhawks,4,4,False
2017-03-27,20162017,R,St. Louis Blues,4,4,Arizona Coyotes,1,1,False
2017-03-27,20162017,R,Calgary Flames,4,4,Colorado Avalanche,2,2,False
2017-03-28,20162017,R,New Jersey Devils,3,3,Winnipeg Jets,3,4,True
2017-03-28,20162017,R,Boston Bruins,4,4,Nashville Predators,1,1,False
2017-03-28,20162017,R,Philadelphia Flyers,2,3,Ottawa Senators,2,2,True
2017-03-28,20162017,R,Carolina Hurricanes,4,4,Detroit Red Wings,1,1,False
2017-03-28,20162017,R,Columbus Blue Jackets,3,3,Buffalo Sabres,1,1,False
2017-03-28,20162017,R,Toronto Maple Leafs,3,3,Florida Panthers,2,2,False
2017-03-28,20162017,R,Montréal Canadiens,4,4,Dallas Stars,1,1,False
2017-03-28,20162017,R,Minnesota Wild,4,4,Washington Capitals,4,5,False
2017-03-28,20162017,R,Edmonton Oilers,2,2,Los Angeles Kings,1,1,False
2017-03-28,20162017,R,Vancouver Canucks,1,1,Anaheim Ducks,4,4,False
2017-03-28,20162017,R,San Jose Sharks,4,5,New York Rangers,4,4,False
2017-03-29,20162017,R,Pittsburgh Penguins,1,1,Chicago Blackhawks,5,5,False
2017-03-29,20162017,R,Calgary Flames,1,1,Los Angeles Kings,4,4,False
2017-03-29,20162017,R,Colorado Avalanche,3,3,Washington Capitals,5,5,False
2017-03-29,20162017,R,Arizona Coyotes,1,1,St. Louis Blues,3,3,False
2017-03-30,20162017,R,Philadelphia Flyers,6,6,New York Islanders,3,3,False
2017-03-30,20162017,R,Carolina Hurricanes,1,2,Columbus Blue Jackets,1,1,False
2017-03-30,20162017,R,Boston Bruins,2,2,Dallas Stars,0,0,False
2017-03-30,20162017,R,Montréal Canadiens,6,6,Florida Panthers,2,2,False
2017-03-30,20162017,R,Tampa Bay Lightning,5,5,Detroit Red Wings,3,3,False
2017-03-30,20162017,R,Nashville Predators,1,1,Toronto Maple Leafs,3,3,False
2017-03-30,20162017,R,Minnesota Wild,5,5,Ottawa Senators,1,1,False
2017-03-30,20162017,R,Winnipeg Jets,3,4,Anaheim Ducks,3,3,False
2017-03-30,20162017,R,Edmonton Oilers,3,3,San Jose Sharks,2,2,False
2017-03-31,20162017,R,New York Rangers,3,3,Pittsburgh Penguins,3,4,True
2017-03-31,20162017,R,New York Islanders,2,2,New Jersey Devils,1,1,False
2017-03-31,20162017,R,Chicago Blackhawks,3,3,Columbus Blue Jackets,1,1,False
2017-03-31,20162017,R,Colorado Avalanche,1,2,St. Louis Blues,1,1,True
2017-03-31,20162017,R,Calgary Flames,5,5,San Jose Sharks,2,2,False
2017-03-31,20162017,R,Vancouver Canucks,0,0,Los Angeles Kings,2,2,False
2017-03-31,20162017,R,Arizona Coyotes,6,6,Washington Capitals,3,3,False
2017-04-01,20162017,R,Boston Bruins,5,5,Florida Panthers,2,2,False
2017-04-01,20162017,R,Nashville Predators,3,3,Minnesota Wild,0,0,False
2017-04-01,20162017,R,Winnipeg Jets,4,4,Ottawa Senators,2,2,False
2017-04-01,20162017,R,Detroit Red Wings,4,4,Toronto Maple Leafs,5,5,False
2017-04-01,20162017,R,Tampa Bay Lightning,1,1,Montréal Canadiens,1,2,False
2017-04-01,20162017,R,Philadelphia Flyers,3,3,New Jersey Devils,0,0,False
2017-04-01,20162017,R,Carolina Hurricanes,0,0,Dallas Stars,3,3,False
2017-04-01,20162017,R,Edmonton Oilers,2,3,Anaheim Ducks,2,2,False
2017-04-02,20162017,R,Chicago Blackhawks,2,2,Boston Bruins,3,3,False
2017-04-02,20162017,R,Buffalo Sabres,2,2,New York Islanders,4,4,False
2017-04-02,20162017,R,St. Louis Blues,4,4,Nashville Predators,1,1,False
2017-04-02,20162017,R,Pittsburgh Penguins,3,3,Carolina Hurricanes,2,2,False
2017-04-02,20162017,R,Minnesota Wild,5,5,Colorado Avalanche,2,2,False
2017-04-02,20162017,R,Tampa Bay Lightning,6,6,Dallas Stars,3,3,False
2017-04-02,20162017,R,Columbus Blue Jackets,2,2,Washington Capitals,3,3,False
2017-04-02,20162017,R,Vancouver Canucks,1,1,San Jose Sharks,3,3,False
2017-04-02,20162017,R,New York Rangers,4,4,Philadelphia Flyers,3,3,False
2017-04-02,20162017,R,Calgary Flames,3,3,Anaheim Ducks,4,4,False
2017-04-02,20162017,R,Los Angeles Kings,1,1,Arizona Coyotes,2,2,False
2017-04-03,20162017,R,Buffalo Sabres,2,2,Toronto Maple Leafs,4,4,False
2017-04-03,20162017,R,Detroit Red Wings,4,5,Ottawa Senators,4,4,True
2017-04-03,20162017,R,Florida Panthers,1,1,Montréal Canadiens,4,4,False
2017-04-04,20162017,R,Boston Bruins,4,4,Tampa Bay Lightning,0,0,False
2017-04-04,20162017,R,New Jersey Devils,0,1,Philadelphia Flyers,0,0,False
2017-04-04,20162017,R,Pittsburgh Penguins,4,4,Columbus Blue Jackets,1,1,False
2017-04-04,20162017,R,Toronto Maple Leafs,1,1,Washington Capitals,4,4,False
2017-04-04,20162017,R,Ottawa Senators,2,2,Detroit Red Wings,0,0,False
2017-04-04,20162017,R,St. Louis Blues,2,2,Winnipeg Jets,5,5,False
2017-04-04,20162017,R,Nashville Predators,1,1,New York Islanders,1,2,False
2017-04-04,20162017,R,Minnesota Wild,5,5,Carolina Hurricanes,3,3,False
2017-04-04,20162017,R,Dallas Stars,2,3,Arizona Coyotes,2,2,False
2017-04-04,20162017,R,Colorado Avalanche,3,4,Chicago Blackhawks,3,3,False
2017-04-04,20162017,R,Anaheim Ducks,3,3,Calgary Flames,1,1,False
2017-04-04,20162017,R,Los Angeles Kings,6,6,Edmonton Oilers,4,4,False
2017-04-04,20162017,R,San Jose Sharks,3,3,Vancouver Canucks,1,1,False
2017-04-05,20162017,R,Buffalo Sabres,2,2,Montréal Canadiens,1,1,False
2017-04-05,20162017,R,Washington Capitals,2,2,New York Rangers,0,0,False
2017-04-06,20162017,R,Boston Bruins,1,1,Ottawa Senators,1,2,True
2017-04-06,20162017,R,New Jersey Devils,4,4,Pittsburgh Penguins,7,7,False
2017-04-06,20162017,R,Carolina Hurricanes,0,0,New York Islanders,3,3,False
2017-04-06,20162017,R,Columbus Blue Jackets,4,4,Winnipeg Jets,5,5,False
2017-04-06,20162017,R,Toronto Maple Leafs,1,1,Tampa Bay Lightning,4,4,False
2017-04-06,20162017,R,Florida Panthers,3,3,St. Louis Blues,6,6,False
2017-04-06,20162017,R,Dallas Stars,3,3,Nashville Predators,7,7,False
2017-04-06,20162017,R,Colorado Avalanche,3,3,Minnesota Wild,4,4,False
2017-04-06,20162017,R,Arizona Coyotes,4,4,Vancouver Canucks,3,3,False
2017-04-06,20162017,R,Anaheim Ducks,4,4,Chicago Blackhawks,0,0,False
2017-04-06,20162017,R,Los Angeles Kings,1,1,Calgary Flames,4,4,False
2017-04-06,20162017,R,San Jose Sharks,2,2,Edmonton Oilers,4,4,False
2017-04-07,20162017,R,Montréal Canadiens,2,2,Tampa Bay Lightning,4,4,False
2017-04-08,20162017,R,Ottawa Senators,3,3,New York Rangers,1,1,False
2017-04-08,20162017,R,Philadelphia Flyers,4,4,Columbus Blue Jackets,2,2,False
2017-04-08,20162017,R,Boston Bruins,1,1,Washington Capitals,3,3,False
2017-04-08,20162017,R,Los Angeles Kings,2,3,Chicago Blackhawks,2,2,False
2017-04-08,20162017,R,New Jersey Devils,2,2,New York Islanders,4,4,False
